Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1.4403809903926696,0.6320221397864899,-0.6702960455221096,-0.7954482520127094,-0.07837700878635659,2.045983085896648,0.49559800716452285,-0.6156559893204694,2.6890766680567304,0.14478174128884355,-0.2239996129548615,-0.38026803105357054
1.5586569492681217,0.5249487983601926,-0.7228527999663571,0.012787289280258199,-0.3337836080525518,1.461574118008154,0.7254750187017891,-0.6888060799676394,3.0320236041112754,0.09688427553867834,-0.20690693597451146,-0.5728333250613192
1.4837817067382455,0.5524808726592556,-0.6398651859194777,0.10705899284892857,-0.3230850287408856,1.30885711730133,0.7718036189070786,-0.5901624057670875,2.943764542178251,0.12319694935191287,-0.13586173384136416,-0.42960639896223485
1.5235406995926193,0.5157566315139392,-0.7292024433376227,0.15120294928192612,-0.2748558500382527,1.3093885402520187,0.6963450218874242,-0.6822553732121922,3.0288554535459515,0.11305562595486585,-0.19871340544827812,-0.5262444269595831
1.4763704054694382,0.5789578351753762,-0.516934178569913,-0.10936574948757283,-0.2960551543036227,1.4893063830908995,0.740463671835904,-0.47878184109703115,2.9158113063463027,0.1354048629052239,-0.2656776738765386,-0.29471841278218264
1.6155927363963396,0.516154802105735,-0.807175684022277,0.5144030333159574,-0.4420270241248835,1.0573906335678043,0.8883938691205864,-0.7939283945701622,3.1700370868955927,0.12124971535068037,-0.23836131522319154,-0.5900465826344894
1.5854159874987794,0.47338368420235627,-0.5974914304957273,0.25104716257021265,-0.31459729327889263,1.2699969610706412,0.6845392635858054,-0.5487258824381421,3.118632023095385,0.1139378425808727,-0.21844014903325906,-0.4557570500437743
1.47518042170919,0.533918256325962,-0.6580085003603344,0.31027641767917047,-0.41914402455078303,1.106057600024068,0.864392604070755,-0.6377839367902216,3.0267398583437695,0.08626824094617243,-0.22254992012006689,-0.4565768678316925
1.5361701063046156,0.5014060001765854,-0.572741473848154,0.2517925638751772,-0.33276640543081937,1.2240737515928588,0.7463798768682847,-0.5187866368827543,3.064346892277879,0.0858443844271335,-0.20918372291378573,-0.48965168357337174
1.634926302530796,0.5379816188236664,-0.6065511789921877,0.11682707291891838,-0.3376243676440429,1.4256564802756106,0.7574013067997172,-0.5441873504841028,3.1942875884365463,0.1068722906293057,-0.29436250100072775,-0.4896003939286071
1.5901184920239033,0.5435790846813626,-0.5825153684640846,0.053352919851628045,-0.32190974630753094,1.455516117118993,0.7462018180954506,-0.5426516243879228,3.088415372531063,0.09875275407532025,-0.24163305444258754,-0.47119723100921507
1.5655244455594863,0.607448026234393,-0.6705078118158039,0.10520443287145129,-0.42355214844065686,1.3686260565861723,0.8983365820393628,-0.61234653639477,3.084161521710799,0.10665255442683717,-0.17361934292026301,-0.5727575812719289
1.5918792895679479,0.5860060998402977,-0.7204978354659847,0.6674937780062085,-0.5438341944694567,0.8894847921464453,1.0618954705871648,-0.6761737978297945,3.127441859560855,0.10052204912893398,-0.17832434223123075,-0.5448957926427577
1.5497822610767569,0.4766757712626585,-0.5353358559993514,0.5519141532066055,-0.4441495972740568,0.9603176481158333,0.8426573420624004,-0.49687127324545344,3.130611388081498,0.13883033480905335,-0.24767273853627125,-0.38636197453153565
1.4065816194051148,0.6216905928738752,-0.47432675723469087,-0.21522488434349699,-0.25319861318975506,1.5091002158010456,0.7233938208437047,-0.44985150227827697,2.8642325177631593,0.15873853033732208,-0.30646651437995714,-0.19329408698193945
1.5002684918192628,0.6425958398398222,-0.640701330967158,-0.7507786421545175,-0.09488902351182436,2.0530868274133294,0.5170476172797174,-0.5622368763535095,2.7834940271631963,0.23043337102024974,-0.23686445971348513,-0.32065274268020594
1.5193715577517255,0.552604369008556,-0.7312702680226114,-0.2400807426174215,-0.2261733993618661,1.6309616003261442,0.6220432018234893,-0.6456470194895124,2.923873465092492,0.1650265471314538,-0.26957712826489305,-0.5218218236177238
1.5094802010478685,0.4691461496501129,-0.6352810843564483,0.5379609509163958,-0.3983875335587912,0.9342532462466706,0.7912730415372196,-0.5792469172854489,3.0757227407036276,0.06309512279377003,-0.1134163415816693,-0.5730443175898701
1.524933263046548,0.5624530891691869,-0.7872345029279412,-0.15624929072588423,-0.23767560825814188,1.5920651112606705,0.6962003235513016,-0.6951194904976078,2.9688976224625327,0.14009574730454247,-0.20424044318635154,-0.6239808150168474
1.6252338317352524,0.5244622021008466,-0.8385273240788047,0.4213801576226451,-0.3814541753185112,1.1528267187064496,0.8208223341050817,-0.772318498620602,3.140790172557853,0.13456943621913842,-0.21650617971117325,-0.5823971209095752
1.407360298392198,0.5171974115160761,-0.6436955283210868,0.10010751443527882,-0.32874411258181496,1.2376477690204333,0.7524914222125042,-0.591160321738896,2.9139390260466294,0.09419413439012947,-0.2015418164144094,-0.49695280515092
1.5795701463465173,0.45440820160647893,-0.717262406305052,0.4558071028737881,-0.35695118675900495,1.0839627328519394,0.7421011495577049,-0.6656500543306321,3.1251895572573822,0.06946190498288943,-0.1711207450651051,-0.5751799208346602
1.4476168417653141,0.507278292028819,-0.6512236297596172,0.14698957390591078,-0.3391537914074218,1.2316297345328713,0.7466964199463149,-0.6071989685805832,2.995036450207336,0.06435828638176538,-0.22752756335819965,-0.4875367518708934
1.5482060608426915,0.49703431105921153,-0.6385470225448255,0.49232369228680667,-0.35164645067301725,1.015606145793821,0.7922123295854104,-0.60987075311257,3.1228102334141647,0.0907466734104423,-0.27986530569050666,-0.46432158028408044
1.528131880021389,0.5066617378789602,-0.5726770268451246,0.21019044661333305,-0.3360304475416491,1.2616144501249442,0.7645936072136267,-0.5354072127471294,3.0907786227613467,0.04877790275613961,-0.23870820151498404,-0.45542108776497064
1.5006109099113734,0.5770155832207554,-0.5334968554828583,0.39053356356174673,-0.43771497645766455,1.0569439150055082,0.9255045852085939,-0.5267461367561294,3.0660909065814397,0.12103450366446068,-0.2544252737926394,-0.28385743676301745
1.534846431151804,0.52753333641999,-0.6976434718000011,0.44415223983709573,-0.3988801447794602,1.0442192490491458,0.8495661712237744,-0.6546101254533434,3.10924215833739,0.12438072459277325,-0.1562268551913686,-0.48447006704546564
1.565975781061344,0.6057090199495672,-0.6704095767745695,0.019089919103553107,-0.31010640909692655,1.4611144067464512,0.7900842735642544,-0.6412524075016036,3.0155659710384786,0.16088462146850113,-0.23510381522738574,-0.34484221812376437
1.4562247885184714,0.4948919688204116,-0.5580634387892985,0.26309065359535355,-0.36662123999001706,1.1447178140468584,0.7674689980289351,-0.5547788576165702,2.954128079782524,0.1003603015038922,-0.3005409378195673,-0.25770075146488214
1.582725335337506,0.530888587975539,-0.7773632462429108,0.2691423413859879,-0.3728359395685333,1.2577075464594172,0.8219719971376344,-0.7515013270632911,3.060844025022092,0.09308886256546893,-0.19744964242766383,-0.47404830587452224
1.7483443771295508,0.5723911607468497,-0.891293336374332,-0.265018122827176,-0.20793932853123384,1.891128755180064,0.6377754146692753,-0.832723364913311,3.1645352062552807,0.16276100655722575,-0.31750332883410826,-0.6104869123647819
1.5880522828738488,0.5687101543802939,-0.6464171529829175,0.12281398422432142,-0.3307699966202582,1.3815024600063175,0.7850214078027098,-0.6045228262059595,3.149808907333376,0.11208979517971492,-0.27997294409133267,-0.40202964575980177
1.5146646824459393,0.5415570407037793,-0.7288401212358858,-0.12304094306285729,-0.26334983543287616,1.55191847497526,0.691229056788281,-0.6644686912829733,3.022745864713573,0.12772394828867012,-0.30471158864552766,-0.6138068108807674
1.6150160134957834,0.4875334361264824,-0.7140046273627382,0.7949669652125844,-0.4587422800865132,0.7985348401256857,0.8885724929619271,-0.6850510648721019,3.196977464202349,0.08879836647405995,-0.24719766117812372,-0.5753390002167501
1.59689629053844,0.51582356090219,-0.7685772419967916,0.3167603653961953,-0.3600536466751513,1.2254266868201815,0.7879042348890197,-0.7432328248871215,3.090955727499982,0.12268191225325184,-0.15510086028771805,-0.5589920465895237
1.437964422312269,0.5538657903852487,-0.5178607664851627,0.1008329615474931,-0.3185490724396467,1.266319783696111,0.781627404691994,-0.4931148961219034,2.9669626182239854,0.12916094942996148,-0.2880653181596434,-0.3316428719915312
1.6008165515907071,0.5384507643499261,-0.888977364872424,0.3611011618069204,-0.46585840240547277,1.1828883940446158,0.9258864157095564,-0.8230484593522527,3.155085156416473,0.1027590854178438,-0.20325884116658466,-0.7511053761526207
1.5830604701799413,0.5400852910922797,-0.6857915836301691,0.34080642343105344,-0.4290475684079429,1.193119824271157,0.8963502948854523,-0.6727178867714044,3.1325644561389123,0.09204629428802608,-0.20531300132956806,-0.5357477569995018
1.4793609570876618,0.5562894978987062,-0.7505792325888769,0.350121152006524,-0.40531555928090146,1.080460236306481,0.8782572023679379,-0.7082977556239464,3.013087943433718,0.0930420675394081,-0.1035164068943531,-0.5972955235535986
1.482281747398467,0.5546939549569004,-0.5259993155841596,0.23251946894584816,-0.385066742326211,1.1815992891857798,0.8414943298211349,-0.48825195406922256,3.0445325426110115,0.09657486560030944,-0.18832708936252288,-0.38528522225082595
1.5258108314967838,0.5129146388483798,-0.5244994760456614,0.10169472115028133,-0.269137422063617,1.3522470458999667,0.6750421083516865,-0.5058339356771923,2.985474811422045,0.11397528586974211,-0.23256831521349455,-0.2790082864871862
1.5592201455772086,0.5299496323699181,-0.7295704992695995,-0.03222832116457804,-0.2718477463719026,1.5273632136367274,0.7130818071764272,-0.681506991893741,3.0404458000777073,0.11400900311092685,-0.23947417228754458,-0.5741433432159893
1.719102468213844,0.49037027080338214,-0.9429582035874843,0.2519897122055599,-0.36619019457726676,1.3965346768492455,0.7450061488441879,-0.9056678299047632,3.2385643620825513,0.12187580173726434,-0.3353739914382753,-0.7007840971408638
1.6398434787177278,0.6001044562104074,-0.7992384558567637,0.04128443328094322,-0.36351326905992465,1.5276274469940283,0.8770032165530431,-0.7557057876759717,3.1608876090708735,0.1462896736438804,-0.30878283862857936,-0.6472591065572098
1.5241928565730993,0.4806158462084337,-0.6832390072454455,0.46318437517166733,-0.3776858994151152,1.021657706937807,0.7913800809470155,-0.6493096382229854,3.099856675045499,0.09828017926565132,-0.30540786825771765,-0.5408792522792645
